Celltype	GeneID	Gene	Peak	Entrezgene	Zscore	Specificity	Rank
Neutrophils	p1@SCARNA10	SCARNA10	p1	692148	8.092172	7	2
Neutrophils	p1@PFKFB3	PFKFB3	p1	5209	8.06586	7	1
Neutrophils	p1@TMEM167B	TMEM167B	p1	56900	8.01256	7	2
Neutrophils	p2@MON1B	MON1B	p2	22879	7.9322	7	1
Neutrophils	p1@RBM23	RBM23	p1	55147	7.853165	7	2
Neutrophils	p1@CXCL16	CXCL16	p1	58191	7.6843	7	2
Neutrophils	p1@WDR26	WDR26	p1	80232	7.67975	7	3
Neutrophils	p1@CCDC134	CCDC134	p1	79879	7.660079	7	2
Neutrophils	p1@MYO9B	MYO9B	p1	4650	7.599399	7	3
Neutrophils	p1@ZNF267	ZNF267	p1	10308	7.561731	7	2
Neutrophils	p1@NLRP12	NLRP12	p1	91662	7.472701	7	2
Neutrophils	p1@TBK1	TBK1	p1	29110	7.304724	7	2
Neutrophils	p1@MPPE1	MPPE1	p1	65258	7.246364	7	2
Neutrophils	p1@PTBP3	PTBP3	p1	9991	11.86006	7	1
Neutrophils	p1@TSC22D2	TSC22D2	p1	9819	6.829182	7	2
Neutrophils	p1@PLCG2	PLCG2	p1	5336	6.798257	7	2
Neutrophils	p1@PLK3	PLK3	p1	1263	6.674518	7	2
Neutrophils	p1@TNFRSF10C	TNFRSF10C	p1	8794	11.81885	7	1
Neutrophils	p1@RPGRIP1	RPGRIP1	p1	57096	11.79434	7	1
Neutrophils	p1@PPP6C	PPP6C	p1	5537	6.52093	7	1
Neutrophils	p1@ELF2	ELF2	p1	1998	11.64608	7	1
Neutrophils	p1@SAP130	SAP130	p1	79595	11.62951	7	1
Neutrophils	p1@FLOT1	FLOT1	p1	10211	6.410493	7	2
Neutrophils	p4@IQGAP2	IQGAP2	p4	10788	6.407638	7	2
Neutrophils	p1@P2RY13	P2RY13	p1	53829	11.4303	7	1
Neutrophils	p1@HNRNPH2	HNRNPH2	p1	3188	6.08034	7	2
Neutrophils	p1@FGD4	FGD4	p1	121512	11.37414	7	1
Neutrophils	p1@TMEM140	TMEM140	p1	55281	11.30462	7	1
Neutrophils	p1@KIAA0317	KIAA0317	p1	9870	11.30433	7	1
Neutrophils	p1@IFRD1	IFRD1	p1	3475	11.2856	7	1
Neutrophils	p1@BTG2	BTG2	p1	7832	6.00189	7	2
Neutrophils	p1@CFLAR	CFLAR	p1	8837	11.26968	7	1
Neutrophils	p1@LOC731223	LOC731223	p1	731223	11.2027	7	1
Neutrophils	p1@APAF1	APAF1	p1	317	5.629957	7	2
Neutrophils	p1@PACSIN2	PACSIN2	p1	11252	11.08321	7	1
Neutrophils	p1@PGCP	PGCP	p1	10404	11.00772	7	1
Neutrophils	p2@ZNF107	ZNF107	p2	51427	5.56822	8	2
Neutrophils	p1@PHF20	PHF20	p1	51230	5.735813	8	3
Neutrophils	p1@SDCBP	SDCBP	p1	6386	10.87	8	1
Neutrophils	p1@PAPD4	PAPD4	p1	167153	5.735228	8	1
Neutrophils	p1@PNRC1	PNRC1	p1	10957	10.81632	8	1
Neutrophils	p1@GBP2	GBP2	p1	2634	10.80033	8	1
Neutrophils	p1@TBL1X	TBL1X	p1	6907	10.79017	8	1
Neutrophils	p1@ABHD5	ABHD5	p1	51099	10.77029	8	1
Neutrophils	p1@GMCL1	GMCL1	p1	64395	5.43022	8	2
Neutrophils	p2@GALC	GALC	p2	2581	5.725193	8	3
Neutrophils	p1@TRAPPC8	TRAPPC8	p1	22878	5.379979	8	1
Neutrophils	p1@GNAI2	GNAI2	p1	2771	5.347912	8	2
Neutrophils	p6@CEP63	CEP63	p6	80254	13.95854	8	1
Neutrophils	p1@EXOC8	EXOC8	p1	149371	5.328808	8	2
Neutrophils	p2@CDKN2D	CDKN2D	p2	1032	10.40354	8	2
Neutrophils	p1@TAGAP	TAGAP	p1	117289	5.724447	8	2
Neutrophils	p2@BRD4	BRD4	p2	23476	5.702992	8	2
Neutrophils	p1@ROCK1	ROCK1	p1	6093	10.00778	8	1
Neutrophils	p1@STAT5B	STAT5B	p1	6777	9.975535	8	1
Neutrophils	p1@CEACAM4	CEACAM4	p1	1089	9.953091	8	1
Neutrophils	p2@ARAP1	ARAP1	p2	116985	9.808257	8	1
Neutrophils	p1@C5orf41	C5orf41	p1	153222	9.767637	8	1
Neutrophils	p1@RAF1	RAF1	p1	5894	9.631853	8	2
Neutrophils	p1@HBP1	HBP1	p1	26959	9.554056	8	1
Neutrophils	p1@VMP1	VMP1	p1	81671	13.65414	8	1
Neutrophils	p1@SNX18	SNX18	p1	112574	9.543177	8	1
Neutrophils	p1@FMR1	FMR1	p1	2332	5.190046	8	2
Neutrophils	p1@NUP98	NUP98	p1	4928	9.364097	8	2
Neutrophils	p2@LILRA6	LILRA6	p2	79168	13.58782	8	1
Neutrophils	p2@PTAFR	PTAFR	p2	5724	9.349018	8	1
Neutrophils	p1@SCLT1	SCLT1	p1	132320	13.43793	8	1
Neutrophils	p1@C7orf60	C7orf60	p1	154743	9.258023	8	1
Neutrophils	p1@RGS2	RGS2	p1	5997	13.39982	8	1
Neutrophils	p2@EP300	EP300	p2	2033	9.252148	8	2
Neutrophils	p1@MAPK14	MAPK14	p1	1432	5.095935	8	3
Neutrophils	p1@UHRF1BP1L	UHRF1BP1L	p1	23074	9.115774	8	1
Neutrophils	p1@TSHZ3	TSHZ3	p1	57616	9.10417	8	1
Neutrophils	p1@VASP	VASP	p1	7408	9.096335	8	2
Neutrophils	p2@RNF144B	RNF144B	p2	255488	9.076424	8	2
Neutrophils	p1@SPATA5L1	SPATA5L1	p1	79029	9.055958	8	1
Neutrophils	p1@UNKL	UNKL	p1	64718	5.060476	8	2
Neutrophils	p2@ETF1	ETF1	p2	2107	5.675145	8	3
Neutrophils	p1@FMNL1	FMNL1	p1	752	12.91039	8	1
Neutrophils	p1@MAP3K2	MAP3K2	p1	10746	8.825945	8	1
Neutrophils	p3@PPP1R9B	PPP1R9B	p3	84687	12.78157	8	1
Neutrophils	p2@MSL1	MSL1	p2	339287	8.754948	8	1
Neutrophils	p1@RLF	RLF	p1	6018	5.020481	8	3
Neutrophils	p1@CYSLTR1	CYSLTR1	p1	10800	12.66741	8	1
Neutrophils	p1@FAM8A1	FAM8A1	p1	51439	12.63334	8	1
Neutrophils	p1@MCL1	MCL1	p1	4170	8.581992	8	2
Neutrophils	p1@PPP4R1L	PPP4R1L	p1	55370	8.510618	8	2
Neutrophils	p1@NUMB	NUMB	p1	8650	12.49884	8	1
Neutrophils	p1@IL17RA	IL17RA	p1	23765	8.477246	8	2
Neutrophils	p1@SNORD28	SNORD28	p1	9300	8.371135	8	2
Neutrophils	p1@GIT2	GIT2	p1	9815	8.302106	8	2
Neutrophils	p1@TNIP1	TNIP1	p1	10318	8.286726	8	2
Neutrophils	p1@SP110	SP110	p1	3431	12.30074	8	1
Neutrophils	p1@USP15	USP15	p1	9958	12.21125	8	1
Neutrophils	p2@ARHGAP25	ARHGAP25	p2	9938	8.140494	8	2
Neutrophils	p1@IL1RAP	IL1RAP	p1	3556	12.20779	8	1
Neutrophils	p1@GNA13	GNA13	p1	10672	8.096406	8	2
Neutrophils	p1@MAEA	MAEA	p1	10296	7.957076	8	1
Neutrophils	p2@NBEAL2	NBEAL2	p2	23218	12.14735	8	1
Neutrophils	p1@CHD2	CHD2	p1	1106	7.917659	8	2
Neutrophils	p1@CHUK	CHUK	p1	1147	7.854764	8	1
Neutrophils	p1@SRPK1	SRPK1	p1	6732	12.06781	8	1
Neutrophils	p1@VAV1	VAV1	p1	7409	7.518914	8	2
Neutrophils	p3@FIP1L1	FIP1L1	p3	81608	7.178056	8	2
Neutrophils	p1@CSF2RA	CSF2RA	p1	1438	7.051523	8	2
Neutrophils	p1@ZNF687	ZNF687	p1	57592	6.927273	8	2
Neutrophils	p1@UBAP1	UBAP1	p1	51271	6.788942	8	2
Neutrophils	p3@AFF4	AFF4	p3	27125	6.725532	8	2
Neutrophils	p2@H3F3AP4	H3F3AP4	p2	440926	6.714669	8	3
Neutrophils	p1@LINC00282	LINC00282	p1	283521	6.654282	8	3
Neutrophils	p1@CD55	CD55	p1	1604	11.76429	8	1
Neutrophils	p1@ITCH	ITCH	p1	83737	6.604238	8	1
Neutrophils	p1@CHD4	CHD4	p1	1108	6.478479	8	2
Neutrophils	p1@LRRFIP1	LRRFIP1	p1	9208	6.424935	8	2
Neutrophils	p1@EMR1	EMR1	p1	2015	6.415879	8	2
Neutrophils	p1@PLEKHM1	PLEKHM1	p1	9842	6.406799	8	2
Neutrophils	p1@FAM160A2	FAM160A2	p1	84067	6.313153	8	2
Neutrophils	p1@CAPZA1	CAPZA1	p1	829	6.211238	8	2
Neutrophils	p1@GSK3B	GSK3B	p1	2932	6.193021	8	1
Neutrophils	p1@ADAR	ADAR	p1	103	11.38488	8	1
Neutrophils	p1@PRKRIR	PRKRIR	p1	5612	6.080017	8	2
Neutrophils	p1@MAP3K5	MAP3K5	p1	4217	6.071452	8	3
Neutrophils	p1@SLC22A4	SLC22A4	p1	6583	11.32408	8	1
Neutrophils	p1@FGL2	FGL2	p1	10875	5.999727	8	3
Neutrophils	p1@KDM3B	KDM3B	p1	51780	5.955343	8	2
Neutrophils	p1@FAM13B	FAM13B	p1	51306	5.94674	8	1
Neutrophils	p1@AGTPBP1	AGTPBP1	p1	23287	11.17721	8	1
Neutrophils	p1@PIK3CA	PIK3CA	p1	5290	5.822226	8	3
Neutrophils	p2@TPR	TPR	p2	7175	5.818684	8	2
Neutrophils	p1@LIPN	LIPN	p1	643418	11.16735	8	2
Neutrophils	p2@NR6A1	NR6A1	p2	2649	11.01791	8	1
Neutrophils	p1@ITSN2	ITSN2	p1	50618	5.554143	9	2
Neutrophils	p2@ITPK1	ITPK1	p2	3705	10.93394	9	1
Neutrophils	p1@CPD	CPD	p1	1362	10.91491	9	1
Neutrophils	p1@ELMO1	ELMO1	p1	9844	5.516052	9	3
Neutrophils	p1@KIAA2018	KIAA2018	p1	205717	10.80772	9	1
Neutrophils	p1@TBC1D23	TBC1D23	p1	55773	5.445682	9	2
Neutrophils	p1@ARHGAP9	ARHGAP9	p1	64333	10.77333	9	1
Neutrophils	p1@RAB35	RAB35	p1	11021	5.421098	9	3
Neutrophils	p2@CAMK1D	CAMK1D	p2	57118	10.60821	9	1
Neutrophils	p1@UBXN2B	UBXN2B	p1	137886	10.59932	9	1
Neutrophils	p1@SAT1	SAT1	p1	6303	5.399068	9	3
Neutrophils	p1@MAP2K3	MAP2K3	p1	5606	5.3725	9	3
Neutrophils	p1@GTDC1	GTDC1	p1	79712	5.366079	9	3
Neutrophils	p1@EVI2B	EVI2B	p1	2124	13.95433	9	1
Neutrophils	p2@NADK	NADK	p2	65220	10.44375	9	1
Neutrophils	p1@CTDSP2	CTDSP2	p1	10106	5.309502	9	2
Neutrophils	p4@TOPORS	TOPORS	p4	10210	10.22484	9	1
Neutrophils	p1@LRRK2	LRRK2	p1	120892	13.93451	9	1
Neutrophils	p1@LBR	LBR	p1	3930	10.17301	9	1
Neutrophils	p1@TLR8	TLR8	p1	51311	13.89697	9	1
Neutrophils	p1@SLC6A6	SLC6A6	p1	6533	10.06319	9	1
Neutrophils	p1@FGD3	FGD3	p1	89846	9.984929	9	1
Neutrophils	p1@CSF2RB	CSF2RB	p1	1439	9.978107	9	1
Neutrophils	p1@IFIT2	IFIT2	p1	3433	9.827968	9	2
Neutrophils	p1@CHIC2	CHIC2	p1	26511	5.272308	9	2
Neutrophils	p1@FAM49A	FAM49A	p1	81553	9.698646	9	1
Neutrophils	p1@SNORD1B	SNORD1B	p1	677849	9.596891	9	2
Neutrophils	p2@LRMP	LRMP	p2	4033	13.44482	9	1
Neutrophils	p1@AKTIP	AKTIP	p1	64400	5.139941	9	2
Neutrophils	p1@ADAM17	ADAM17	p1	6868	5.129785	9	3
Neutrophils	p3@PHF21A	PHF21A	p3	51317	13.15879	9	1
Neutrophils	p1@APBB1IP	APBB1IP	p1	54518	13.12512	9	1
Neutrophils	p1@ZNF467	ZNF467	p1	168544	12.99474	9	1
Neutrophils	p1@DHX34	DHX34	p1	9704	9.049287	9	1
Neutrophils	p1@KIAA1109	KIAA1109	p1	84162	5.061405	9	1
Neutrophils	p1@DEDD2	DEDD2	p1	162989	9.005059	9	2
Neutrophils	p1@AKIRIN2	AKIRIN2	p1	55122	8.899919	9	1
Neutrophils	p1@RBPJ	RBPJ	p1	3516	8.784191	9	1
Neutrophils	p1@IGSF6	IGSF6	p1	10261	8.742847	9	2
Neutrophils	p1@NFIL3	NFIL3	p1	4783	12.76211	9	1
Neutrophils	p1@ICAM3	ICAM3	p1	3385	8.538763	9	1
Neutrophils	p1@YTHDF3	YTHDF3	p1	253943	8.532988	9	2
Neutrophils	p1@STAT3	STAT3	p1	6774	5.667262	9	3
Neutrophils	p1@RB1CC1	RB1CC1	p1	9821	8.505726	9	1
Neutrophils	p1@TET2	TET2	p1	54790	12.56329	9	1
Neutrophils	p1@CPPED1	CPPED1	p1	55313	12.45837	9	1
Neutrophils	p2@TRIM39	TRIM39	p2	56658	8.357047	9	2
Neutrophils	p1@GK	GK	p1	2710	8.283206	9	2
Neutrophils	p1@BCL6	BCL6	p1	604	12.35708	9	1
Neutrophils	p1@JMJD1C	JMJD1C	p1	221037	12.34608	9	1
Neutrophils	p1@ATG7	ATG7	p1	10533	8.213923	9	2
Neutrophils	p1@MED25	MED25	p1	81857	8.078804	9	1
Neutrophils	p1@TOX4	TOX4	p1	9878	8.066696	9	1
Neutrophils	p1@AKIRIN1	AKIRIN1	p1	79647	7.966621	9	1
Neutrophils	p2@MIER1	MIER1	p2	57708	7.96586	9	1
Neutrophils	p1@MEFV	MEFV	p1	4210	12.17312	9	1
Neutrophils	p1@STXBP3	STXBP3	p1	6814	7.863696	9	1
Neutrophils	p1@SYNJ1	SYNJ1	p1	8867	7.816951	9	3
Neutrophils	p1@DHX8	DHX8	p1	1659	7.810725	9	2
Neutrophils	p1@EFCAB4B	EFCAB4B	p1	84766	7.765621	9	2
Neutrophils	p1@CWC25	CWC25	p1	54883	7.718972	9	2
Neutrophils	p1@OSBPL11	OSBPL11	p1	114885	7.694261	9	1
Neutrophils	p1@SETX	SETX	p1	23064	7.669764	9	1
Neutrophils	p1@CTDP1	CTDP1	p1	9150	7.665532	9	1
Neutrophils	p1@NRD1	NRD1	p1	4898	7.595352	9	1
Neutrophils	p1@KAT6A	KAT6A	p1	7994	7.584146	9	1
Neutrophils	p1@RAB2A	RAB2A	p1	5862	7.568873	9	1
Neutrophils	p1@ZNF552	ZNF552	p1	79818	7.509549	9	1
Neutrophils	p1@SPTY2D1	SPTY2D1	p1	144108	7.456893	9	2
Neutrophils	p1@INPP5K	INPP5K	p1	51763	7.381275	9	2
Neutrophils	p1@TMF1	TMF1	p1	7110	7.362616	9	1
Neutrophils	p1@SF3A1	SF3A1	p1	10291	7.334237	9	1
Neutrophils	p1@SBNO2	SBNO2	p1	22904	7.318678	9	1
Neutrophils	p1@PAN3	PAN3	p1	255967	7.313158	9	2
Neutrophils	p1@NUP50	NUP50	p1	10762	7.306942	9	1
Neutrophils	p1@NFKBID	NFKBID	p1	84807	7.184553	9	2
Neutrophils	p1@EMR2	EMR2	p1	30817	11.97593	9	1
Neutrophils	p1@CDA	CDA	p1	978	7.132353	9	2
Neutrophils	p1@HNRNPK	HNRNPK	p1	3190	7.076765	9	1
Neutrophils	p1@PANX2	PANX2	p1	56666	7.043146	9	2
Neutrophils	p1@HSD17B11	HSD17B11	p1	51170	11.9654	9	1
Neutrophils	p1@LPCAT2	LPCAT2	p1	54947	11.88424	9	1
Neutrophils	p1@NDE1	NDE1	p1	54820	6.807076	9	1
Neutrophils	p1@BCL10	BCL10	p1	8915	6.780761	9	1
Neutrophils	p1@CD58	CD58	p1	965	6.534822	9	3
Neutrophils	p2@MLKL	MLKL	p2	197259	6.512	9	2
Neutrophils	p1@FAM129A	FAM129A	p1	116496	11.73037	9	1
Neutrophils	p1@HERC5	HERC5	p1	51191	6.453159	9	2
Neutrophils	p1@POGZ	POGZ	p1	23126	6.432268	9	1
Neutrophils	p1@OSGIN2	OSGIN2	p1	734	6.40843	9	2
Neutrophils	p2@USP32	USP32	p2	84669	11.47286	9	1
Neutrophils	p1@DDX3X	DDX3X	p1	1654	6.261632	9	2
Neutrophils	p1@QPCT	QPCT	p1	25797	11.47208	9	1
Neutrophils	p1@MTMR14	MTMR14	p1	64419	6.232388	9	3
Neutrophils	p1@ANKRD12	ANKRD12	p1	23253	6.139355	9	2
Neutrophils	p1@RFWD2	RFWD2	p1	64326	11.37314	9	1
Neutrophils	p1@C14orf118	C14orf118	p1	55668	6.053047	9	1
Neutrophils	p1@TNFAIP2	TNFAIP2	p1	7127	6.032798	9	2
Neutrophils	p1@LCP1	LCP1	p1	3936	11.29511	9	1
Neutrophils	p1@ERN1	ERN1	p1	2081	6.032724	9	2
Neutrophils	p1@LOC646329	LOC646329	p1	646329	6.031698	9	2
Neutrophils	p1@STX11	STX11	p1	8676	6.004229	9	3
Neutrophils	p1@NMI	NMI	p1	9111	11.27075	9	1
Neutrophils	p1@UPF2	UPF2	p1	26019	5.985517	9	2
Neutrophils	p1@SKIV2L	SKIV2L	p1	6499	5.879253	9	2
Neutrophils	p1@NR1H2	NR1H2	p1	7376	5.829471	9	2
Neutrophils	p1@FAM53C	FAM53C	p1	51307	11.12896	9	1
Neutrophils	p1@ISL2	ISL2	p1	64843	5.814552	9	2
Neutrophils	p1@GMEB2	GMEB2	p1	26205	5.576056	10	2
Neutrophils	p2@LPGAT1	LPGAT1	p2	9926	5.51745	10	3
Neutrophils	p1@SECTM1	SECTM1	p1	6398	5.500758	10	3
Neutrophils	p1@STX5	STX5	p1	6811	5.482827	10	1
Neutrophils	p1@DAPK2	DAPK2	p1	23604	5.463157	10	2
Neutrophils	p2@DHRS7	DHRS7	p2	51635	5.394669	10	3
Neutrophils	p1@NCOA2	NCOA2	p1	10499	10.47301	10	1
Neutrophils	p1@OSBPL2	OSBPL2	p1	9885	10.46236	10	1
Neutrophils	p1@MTF1	MTF1	p1	4520	10.43594	10	1
Neutrophils	p1@MYO1F	MYO1F	p1	4542	13.94963	10	1
Neutrophils	p1@PPP4R1	PPP4R1	p1	9989	10.14862	10	1
Neutrophils	p1@VPS8	VPS8	p1	23355	10.0163	10	1
Neutrophils	p1@TINF2	TINF2	p1	26277	5.680706	10	3
Neutrophils	p1@GNG10	GNG10	p1	2790	9.901769	10	1
Neutrophils	p1@ITGAX	ITGAX	p1	3687	9.843717	10	2
Neutrophils	p1@SPATA13	SPATA13	p1	221178	9.784619	10	1
Neutrophils	p1@SPOPL	SPOPL	p1	339745	9.729044	10	1
Neutrophils	p2@NFAM1	NFAM1	p2	150372	9.684861	10	2
Neutrophils	p1@ATF6B	ATF6B	p1	1388	5.257903	10	1
Neutrophils	p1@TSPAN2	TSPAN2	p1	10100	5.250798	10	2
Neutrophils	p1@C1orf55	C1orf55	p1	163859	5.23611	10	3
Neutrophils	p1@BID	BID	p1	637	5.216105	10	2
Neutrophils	p1@LY96	LY96	p1	23643	9.415262	10	2
Neutrophils	p1@DAZAP2	DAZAP2	p1	9802	9.304061	10	1
Neutrophils	p1@CAB39	CAB39	p1	51719	5.164052	10	1
Neutrophils	p1@DCAF5	DCAF5	p1	8816	5.157738	10	1
Neutrophils	p1@TLR4	TLR4	p1	7099	9.29334	10	1
Neutrophils	p1@UBE2J1	UBE2J1	p1	51465	9.268633	10	1
Neutrophils	p1@ARID4B	ARID4B	p1	51742	9.251633	10	1
Neutrophils	p1@LOC730227	LOC730227	p1	730227	9.228756	10	2
Neutrophils	p2@OTUD5	OTUD5	p2	55593	9.137418	10	2
Neutrophils	p1@RBM47	RBM47	p1	54502	13.26321	10	1
Neutrophils	p1@SLC15A3	SLC15A3	p1	51296	9.122875	10	1
Neutrophils	p1@ACTR2	ACTR2	p1	10097	8.942767	10	1
Neutrophils	p1@NCF2	NCF2	p1	4688	12.81871	10	1
Neutrophils	p1@PIAS1	PIAS1	p1	8554	8.930935	10	1
Neutrophils	p1@ST3GAL2	ST3GAL2	p1	6483	8.83198	10	1
Neutrophils	p1@PPT1	PPT1	p1	5538	5.04339	10	3
Neutrophils	p1@PILRA	PILRA	p1	29992	12.81617	10	1
Neutrophils	p1@OSBPL8	OSBPL8	p1	114882	8.775858	10	1
Neutrophils	p1@HLX	HLX	p1	3142	8.763954	10	2
Neutrophils	p1@KDM5A	KDM5A	p1	5927	8.635088	10	1
Neutrophils	p1@C16orf72	C16orf72	p1	29035	8.587532	10	1
Neutrophils	p1@TNFRSF1B	TNFRSF1B	p1	7133	8.561828	10	2
Neutrophils	p1@MGRN1	MGRN1	p1	23295	8.549901	10	1
Neutrophils	p1@TBXAS1	TBXAS1	p1	6916	8.508306	10	1
Neutrophils	p1@CSRNP1	CSRNP1	p1	64651	8.417736	10	2
Neutrophils	p1@VAPA	VAPA	p1	9218	8.380789	10	1
Neutrophils	p1@COQ10B	COQ10B	p1	80219	8.376445	10	2
Neutrophils	p1@SIRPB2	SIRPB2	p1	284759	12.3855	10	1
Neutrophils	p1@CD97	CD97	p1	976	8.276849	10	1
Neutrophils	p1@SLC44A2	SLC44A2	p1	57153	8.224782	10	1
Neutrophils	p1@FAM214B	FAM214B	p1	80256	8.149587	10	1
Neutrophils	p1@MED12	MED12	p1	9968	8.135909	10	1
Neutrophils	p1@DKFZp761E198	DKFZp761E198	p1	91056	8.014161	10	2
Neutrophils	p1@LIN54	LIN54	p1	132660	7.919539	10	1
Neutrophils	p3@APBB3	APBB3	p3	10307	7.863308	10	2
Neutrophils	p1@HERC3	HERC3	p1	8916	7.775648	10	1
Neutrophils	p1@AMICA1	AMICA1	p1	120425	7.705484	10	1
Neutrophils	p1@LMBRD1	LMBRD1	p1	55788	7.688754	10	1
Neutrophils	p3@RPGR	RPGR	p3	6103	7.686018	10	1
Neutrophils	p1@RGS19	RGS19	p1	10287	7.630622	10	2
Neutrophils	p1@LOC100507392	LOC100507392	p1	100507392	12.11606	10	1
Neutrophils	p1@SIGLEC10	SIGLEC10	p1	89790	7.594243	10	2
Neutrophils	p2@ATHL1	ATHL1	p2	80162	7.526063	10	2
Neutrophils	p1@FGR	FGR	p1	2268	7.524332	10	2
Neutrophils	p1@MIR4647	MIR4647	p1	100616124	7.493737	10	2
Neutrophils	p1@PBX2	PBX2	p1	5089	7.493056	10	1
Neutrophils	p3@NCOA4	NCOA4	p3	8031	7.398141	10	3
Neutrophils	p1@RNF103	RNF103	p1	7844	7.357158	10	1
Neutrophils	p1@VDR	VDR	p1	7421	7.285996	10	2
Neutrophils	p1@FBXO38	FBXO38	p1	81545	7.20236	10	1
Neutrophils	p1@CLEC7A	CLEC7A	p1	64581	7.193151	10	2
Neutrophils	p1@SLCO3A1	SLCO3A1	p1	28232	7.011239	10	3
Neutrophils	p2@CNOT10	CNOT10	p2	25904	6.949601	10	2
Neutrophils	p1@RASGRP4	RASGRP4	p1	115727	11.93387	10	1
Neutrophils	p1@ANP32A	ANP32A	p1	8125	6.937971	10	1
Neutrophils	p1@CXCR4	CXCR4	p1	7852	5.649521	10	2
Neutrophils	p1@TOM1	TOM1	p1	10043	6.919881	10	2
Neutrophils	p1@ASB7	ASB7	p1	140460	6.915893	10	1
Neutrophils	p1@LRRC25	LRRC25	p1	126364	6.880528	10	3
Neutrophils	p1@BRAP	BRAP	p1	8315	6.840527	10	2
Neutrophils	p1@RC3H1	RC3H1	p1	149041	6.836622	10	2
Neutrophils	p1@TRIM25	TRIM25	p1	7706	6.800009	10	1
Neutrophils	p1@WAS	WAS	p1	7454	11.8255	10	1
Neutrophils	p1@ZNF292	ZNF292	p1	23036	6.773695	10	1
Neutrophils	p1@WAPAL	WAPAL	p1	23063	6.747937	10	1
Neutrophils	p1@CCNDBP1	CCNDBP1	p1	23582	6.736432	10	2
Neutrophils	p1@MAP3K8	MAP3K8	p1	1326	6.700298	10	3
Neutrophils	p1@C20orf197	C20orf197	p1	284756	11.82392	10	1
Neutrophils	p1@PSEN1	PSEN1	p1	5663	6.589548	10	2
Neutrophils	p2@MKL1	MKL1	p2	57591	6.526496	10	2
Neutrophils	p1@CREB5	CREB5	p1	9586	11.63899	10	1
Neutrophils	p1@MLL3	MLL3	p1	58508	6.372059	10	2
Neutrophils	p1@HNRNPC	HNRNPC	p1	3183	6.330796	10	1
Neutrophils	p2@SH3BP1	SH3BP1	p2	23616	6.319501	10	3
Neutrophils	p1@LYST	LYST	p1	1130	11.48425	10	1
Neutrophils	p1@RALGAPA2	RALGAPA2	p1	57186	6.259775	10	2
Neutrophils	p1@XRN2	XRN2	p1	22803	6.183509	10	1
Neutrophils	p1@DOCK11	DOCK11	p1	139818	6.136471	10	2
Neutrophils	p1@SH3GLB1	SH3GLB1	p1	51100	6.103958	10	1
Neutrophils	p1@IFNGR2	IFNGR2	p1	3460	6.081533	10	1
Neutrophils	p2@SPG21	SPG21	p2	51324	6.055195	10	2
Neutrophils	p2@ZNF263	ZNF263	p2	10127	6.027922	10	2
Neutrophils	p1@ACTR3	ACTR3	p1	10096	5.939115	10	2
Neutrophils	p3@IFITM1	IFITM1	p3	8519	5.925557	10	2
Neutrophils	p1@DHX40	DHX40	p1	79665	5.91314	10	2
Neutrophils	p1@TESK2	TESK2	p1	10420	5.862476	10	2
Neutrophils	p1@SOCS3	SOCS3	p1	9021	5.834155	10	2
Neutrophils	p2@C19orf35	C19orf35	p2	374872	11.1034	10	1
Neutrophils	p1@FGGY	FGGY	p1	55277	5.787683	10	2
Neutrophils	p1@ALOX15	ALOX15	p1	246	5.753522	10	3
Synoviocyte	p3@TSLP	TSLP	p3	85480	17.70088	1	1
Synoviocyte	p2@IL26	IL26	p2	55801	12.2218	4	1
Synoviocyte	p1@ACAN	ACAN	p1	176	15.00865	5	1
Synoviocyte	p1@WISP2	WISP2	p1	8839	5.734899	6	2
Synoviocyte	p2@LINC00161	LINC00161	p2	118421	15.46078	6	1
Synoviocyte	p1@FOXS1	FOXS1	p1	2307	7.247248	7	2
Synoviocyte	p1@TRH	TRH	p1	7200	6.109724	7	3
Synoviocyte	p1@IL13RA2	IL13RA2	p1	3598	7.264622	8	3
Synoviocyte	p1@ANGPTL5	ANGPTL5	p1	253935	9.854442	8	1
Synoviocyte	p2@PPAP2B	PPAP2B	p2	8613	9.483124	8	1
Synoviocyte	p1@NTN4	NTN4	p1	59277	7.109251	9	2
Synoviocyte	p1@SEMA3C	SEMA3C	p1	10512	8.679371	9	1
Synoviocyte	p1@TNFSF15	TNFSF15	p1	9966	7.071001	10	2
Synoviocyte	p1@ELN	ELN	p1	2006	8.979262	10	1
Plasmacell	ns	ns	ns	608	ns	ns	ns
Plasmacell	ns	ns	ns	51237	ns	ns	ns
Plasmacell	ns	ns	ns	79694	ns	ns	ns
Plasmacell	ns	ns	ns	96610	ns	ns	ns
Plasmacell	ns	ns	ns	81618	ns	ns	ns
Plasmacell	ns	ns	ns	51303	ns	ns	ns
Plasmacell	ns	ns	ns	857	ns	ns	ns
